player_name,player_id,season,injury,from,until,days_missed,games_missed,age,dob,nationality_id,nationality_name,club_name,league_id,league_name,overall,value_eur,wage_eur,height_cm,weight_kg,club_position,fifa_update_date,short_name,long_name,combined_name,preferred_foot,work_rate,body_type,pace,month,injury_category,position_category
Mathieu Coutadeur,39914,22/23,Calf injury,2023-01-10,2023-01-19,9,2,36,1986-03-20,18,France,Ajaccio,16,Ligue 1,68,240000,5000,169,67,SUB,2022-09-01,M. Coutadeur,Mathieu Coutadeur,Mathieu Coutadeur,Right,Medium/Medium,Normal (170-),46,Jan,muscle injuries,other
Fedor Kudryashov,48634,22/23,Fitness,2023-04-08,2023-04-30,22,4,35,1987-04-05,40,Russia,Antalyaspor,68,Super Lig,69,375000,8000,181,81,LCB,2022-09-01,F. Kudryashov,Fedor Kudryashov,Fedor Kudryashov,Left,Medium/Medium,Normal (170-185),70,Apr,rest and fitness,defenders
Fedor Kudryashov,48634,22/23,unknown injury,2023-01-15,2023-04-08,83,10,35,1987-04-05,40,Russia,Antalyaspor,68,Super Lig,69,375000,8000,181,81,LCB,2022-09-01,F. Kudryashov,Fedor Kudryashov,Fedor Kudryashov,Left,Medium/Medium,Normal (170-185),70,Jan,unknown injuries,defenders
Edson Alvarez,401356,22/23,Knock,2023-01-11,2023-01-13,2,1,24,1997-10-24,83,Mexico,Ajax,10,Eredivisie,80,27500000,17000,187,73,RCM,2022-09-01,E. Álvarez,Edson Omar Álvarez Velázquez,Edson Álvarez,Right,Low/High,Normal (185+),71,Jan,bruises and contusions,midfielders
Jakub Kaminski,407098,22/23,Ill,2023-02-17,2023-02-23,6,1,20,2002-06-05,37,Poland,VfL Wolfsburg,19,Bundesliga,71,4500000,19000,179,68,RES,2022-09-01,J. Kamiński,Jakub Kamiński,Jakub Kamiński,Right,High/Medium,Lean (170-185),89,Feb,illnesses and infections,other
James Justin,413220,22/23,Achilles tendon rupture,2022-11-08,2023-05-31,204,30,24,1998-02-23,14,England,Leicester City,13,Premier League,76,9500000,52000,183,80,SUB,2022-09-01,J. Justin,James Justin,James Justin,Right,High/High,Normal (170-185),81,Nov,joint and ligament injuries,other
Patryk Szysz,421710,22/23,Meniscus injury,2023-05-04,NA,300,41,24,1998-04-01,37,Poland,İstanbul Başakşehir,68,Super Lig,68,1800000,12000,177,70,SUB,2022-09-01,P. Szysz,Patryk Szysz,Patryk Szysz,Left,High/Medium,Normal (170-185),86,May,joint and ligament injuries,other
Nicolo Fagioli,432090,22/23,Broken collarbone,2023-05-18,2023-07-18,61,5,21,2001-02-12,27,Italy,Juventus,31,Serie A,73,7500000,47000,178,72,SUB,2022-09-01,N. Fagioli,Nicolò Fagioli,Nicolò Fagioli,Right,Medium/Medium,Normal (170-185),73,May,bone injuries,other
Nicolo Fagioli,432090,22/23,Ankle problems,2023-03-22,2023-03-26,4,1,21,2001-02-12,27,Italy,Juventus,31,Serie A,73,7500000,47000,178,72,SUB,2022-09-01,N. Fagioli,Nicolò Fagioli,Nicolò Fagioli,Right,Medium/Medium,Normal (170-185),73,Mar,joint and ligament injuries,other
Nicolo Fagioli,432090,22/23,Foot bruise,2022-11-18,2022-12-17,29,2,21,2001-02-12,27,Italy,Juventus,31,Serie A,73,7500000,47000,178,72,SUB,2022-09-01,N. Fagioli,Nicolò Fagioli,Nicolò Fagioli,Right,Medium/Medium,Normal (170-185),73,Nov,bruises and contusions,other
Nicolo Fagioli,432090,22/23,muscular problems,2022-08-26,2022-08-31,5,2,21,2001-02-12,27,Italy,Juventus,31,Serie A,73,7500000,47000,178,72,SUB,2022-09-01,N. Fagioli,Nicolò Fagioli,Nicolò Fagioli,Right,Medium/Medium,Normal (170-185),73,Aug,muscle injuries,other
Marcos Lopez,432175,22/23,Knee problems,2023-06-15,2023-06-17,2,1,22,1999-11-20,59,Peru,Feyenoord,10,Eredivisie,69,2100000,4000,175,67,SUB,2022-09-01,M. López,Marcos Johan López Lanfranco,Marcos López,Left,High/High,Normal (170-185),79,Jun,joint and ligament injuries,other
Marcos Lopez,432175,22/23,minor knock,2022-08-24,2022-09-02,9,1,22,1999-11-20,59,Peru,Feyenoord,10,Eredivisie,69,2100000,4000,175,67,SUB,2022-09-01,M. López,Marcos Johan López Lanfranco,Marcos López,Left,High/High,Normal (170-185),79,Aug,bruises and contusions,other
Deroy Duarte,432852,22/23,Knee injury,2022-10-03,2022-11-01,29,5,22,1999-07-04,104,Cape Verde Islands,Fortuna Sittard,10,Eredivisie,68,1900000,6000,177,72,LCM,2022-09-01,D. Duarte,Deroy Duarte,Deroy Duarte,Right,High/High,Normal (170-185),77,Oct,joint and ligament injuries,midfielders
Dylan Bronn,450417,22/23,unknown injury,2023-03-12,2023-03-18,6,2,27,1995-06-19,145,Tunisia,Salernitana,31,Serie A,71,2000000,15000,185,77,RCB,2022-09-26,D. Bronn,Dylan Daniel Mahmoud Bronn,Dylan Bronn,Right,Medium/Medium,Lean (185+),63,Mar,unknown injuries,defenders
Dylan Bronn,450417,22/23,Thigh problems,2023-01-14,2023-01-26,12,2,27,1995-06-19,145,Tunisia,Salernitana,31,Serie A,71,2000000,15000,185,77,RCB,2022-09-26,D. Bronn,Dylan Daniel Mahmoud Bronn,Dylan Bronn,Right,Medium/Medium,Lean (185+),63,Jan,miscellaneous,defenders
Andras Schafer,454863,22/23,Foot surgery,2023-05-17,2023-06-30,44,2,23,1999-04-13,23,Hungary,FC Union Berlin,19,Bundesliga,70,3500000,14000,178,72,RES,2022-09-01,A. Schäfer,András Schäfer,András Schäfer,Right,Medium/Medium,Lean (170-185),72,May,surgeries,other
Andras Schafer,454863,22/23,Foot injury,2023-01-29,2023-04-25,86,17,23,1999-04-13,23,Hungary,FC Union Berlin,19,Bundesliga,70,3500000,14000,178,72,RES,2022-09-01,A. Schäfer,András Schäfer,András Schäfer,Right,Medium/Medium,Lean (170-185),72,Jan,miscellaneous,other
Andras Schafer,454863,22/23,Foot surgery,2022-11-04,2023-01-23,80,4,23,1999-04-13,23,Hungary,FC Union Berlin,19,Bundesliga,70,3500000,14000,178,72,RES,2022-09-01,A. Schäfer,András Schäfer,András Schäfer,Right,Medium/Medium,Lean (170-185),72,Nov,surgeries,other
Andrea Cambiaso,459658,22/23,Muscle injury,2023-03-21,2023-04-26,36,8,22,2000-02-20,27,Italy,Bologna,31,Serie A,72,5000000,44000,181,72,LM,2022-09-01,A. Cambiaso,Andrea Cambiaso,Andrea Cambiaso,Left,Medium/Medium,Lean (170-185),74,Mar,muscle injuries,midfielders
James Brown,467540,22/23,Head injury,2023-01-21,2023-01-25,4,1,24,1998-01-12,32,Malta,St. Johnstone,50,Premiership,63,675000,1000,185,79,SUB,2022-09-01,J. Brown,James Dominic Brown,James Brown,Right,Medium/High,Normal (185+),70,Jan,head and neck injuries,other
Musa Barrow,486624,22/23,strain,2022-12-17,2023-01-12,26,2,23,1998-11-14,116,Gambia,Bologna,31,Serie A,77,17000000,31000,183,70,LF,2022-09-01,M. Barrow,Musa Barrow,Musa Barrow,Right,High/Medium,Normal (170-185),84,Dec,muscle injuries,forwards
Musa Barrow,486624,22/23,Ankle problems,2022-10-01,2022-10-14,13,2,23,1998-11-14,116,Gambia,Bologna,31,Serie A,77,17000000,31000,183,70,LF,2022-09-01,M. Barrow,Musa Barrow,Musa Barrow,Right,High/Medium,Normal (170-185),84,Oct,joint and ligament injuries,forwards
Ignatius Ganago,531949,22/23,Knock,2023-05-14,2023-05-25,11,2,23,1999-02-16,103,Cameroon,Lens,16,Ligue 1,73,4000000,24000,179,82,SUB,2022-09-01,I. Ganago,Ignatius Kpene Ganago,Ignatius Ganago,Right,High/Medium,Stocky (170-185),81,May,bruises and contusions,other
Dimitri Lienard,314940,22/23,horse kiss,2023-03-27,2023-04-17,21,3,34,1988-02-13,18,France,Strasbourg,16,Ligue 1,75,2100000,22000,181,77,LWB,2022-09-01,D. Liénard,Dimitri Liénard,Dimitri Liénard,Left,Medium/Medium,Normal (170-185),53,Mar,back injuries,defenders
Alessandro Bastoni,315853,22/23,Fever,2023-06-14,2023-06-18,4,2,23,1999-04-13,27,Italy,Inter,31,Serie A,84,60500000,75000,190,75,LCB,2022-09-01,A. Bastoni,Alessandro Bastoni,Alessandro Bastoni,Left,Medium/High,Lean (185+),73,Jun,illnesses and infections,defenders
Alessandro Bastoni,315853,22/23,Hamstring injury,2023-03-14,2023-03-30,16,4,23,1999-04-13,27,Italy,Inter,31,Serie A,84,60500000,75000,190,75,LCB,2022-09-01,A. Bastoni,Alessandro Bastoni,Alessandro Bastoni,Left,Medium/High,Lean (185+),73,Mar,muscle injuries,defenders
Ahmed Touba,325924,22/23,unknown injury,2022-12-25,2023-01-02,8,1,24,1998-03-13,97,Algeria,İstanbul Başakşehir,68,Super Lig,68,1600000,11000,184,81,RES,2022-09-01,A. Touba,Ahmed Touba,Ahmed Touba,Left,Medium/Medium,Normal (170-185),80,Dec,unknown injuries,other
Ahmed Touba,325924,22/23,unknown injury,2022-10-13,2022-10-28,15,4,24,1998-03-13,97,Algeria,İstanbul Başakşehir,68,Super Lig,68,1600000,11000,184,81,RES,2022-09-01,A. Touba,Ahmed Touba,Ahmed Touba,Left,Medium/Medium,Normal (170-185),80,Oct,unknown injuries,other
Francesco Antonucci,338627,22/23,Groin injury,2022-08-25,2023-01-27,155,18,23,1999-06-20,7,Belgium,FC Volendam,10,Eredivisie,66,1900000,3000,172,66,LCM,2022-09-01,F. Antonucci,Francesco Antonucci,Francesco Antonucci,Right,Medium/Medium,Normal (170-185),72,Aug,muscle injuries,midfielders
Kamil Piatkowski,345449,22/23,Calf injury,2023-03-19,2023-04-06,18,2,22,2000-06-21,37,Poland,Salzburg,80,Bundesliga,71,3900000,13000,191,83,SUB,2022-09-01,K. Piątkowski,Kamil Piątkowski,Kamil Piątkowski,Right,High/High,Normal (185+),81,Mar,muscle injuries,other
Kamil Piatkowski,345449,22/23,Hamstring muscle injury,2023-02-11,2023-03-04,21,5,22,2000-06-21,37,Poland,Salzburg,80,Bundesliga,71,3900000,13000,191,83,SUB,2022-09-01,K. Piątkowski,Kamil Piątkowski,Kamil Piątkowski,Right,High/High,Normal (185+),81,Feb,muscle injuries,other
Kamil Piatkowski,345449,22/23,muscular problems,2022-07-14,2022-09-13,61,11,22,2000-06-21,37,Poland,Salzburg,80,Bundesliga,71,3900000,13000,191,83,SUB,2022-09-01,K. Piątkowski,Kamil Piątkowski,Kamil Piątkowski,Right,High/High,Normal (185+),81,Jul,muscle injuries,other
Robin Le Normand,351809,22/23,Injury to the ankle,2023-03-10,2023-03-11,1,NA,25,1996-11-11,18,France,Real Sociedad,53,La Liga,81,34000000,36000,187,81,LCB,2022-09-01,R. Le Normand,Robin Le Normand,Robin Le Normand,Right,Medium/Medium,Lean (185+),63,Mar,miscellaneous,defenders
Robin Le Normand,351809,22/23,Injury to the ankle,2022-09-04,2022-10-08,34,8,25,1996-11-11,18,France,Real Sociedad,53,La Liga,81,34000000,36000,187,81,LCB,2022-09-01,R. Le Normand,Robin Le Normand,Robin Le Normand,Right,Medium/Medium,Lean (185+),63,Sep,miscellaneous,defenders
Omar Alderete,353032,22/23,Pubalgia,2022-08-20,2022-09-27,38,5,25,1996-12-26,58,Paraguay,Hertha BSC,19,Bundesliga,76,9500000,25000,188,77,RES,2022-09-01,O. Alderete,Omar Federico Alderete Fernández,Omar Alderete,Left,Medium/Medium,Normal (185+),63,Aug,miscellaneous,other
Mert Muldur,353922,22/23,Fitness,2023-02-24,2023-05-07,72,12,23,1999-04-03,48,Turkey,Sassuolo,31,Serie A,71,2800000,15000,188,74,SUB,2022-09-01,M. Müldür,Mert Müldür,Mert Müldür,Right,High/Medium,Lean (185+),77,Feb,rest and fitness,other
Mert Muldur,353922,22/23,Fitness,2023-01-14,2023-02-13,30,5,23,1999-04-03,48,Turkey,Sassuolo,31,Serie A,71,2800000,15000,188,74,SUB,2022-09-01,M. Müldür,Mert Müldür,Mert Müldür,Right,High/Medium,Lean (185+),77,Jan,rest and fitness,other
Mert Muldur,353922,22/23,Broken ankle,2022-08-15,2023-01-13,151,21,23,1999-04-03,48,Turkey,Sassuolo,31,Serie A,71,2800000,15000,188,74,SUB,2022-09-01,M. Müldür,Mert Müldür,Mert Müldür,Right,High/Medium,Lean (185+),77,Aug,bone injuries,other
Bright Osayi-Samuel,358948,22/23,Torn thigh muscle,2023-05-11,2023-06-01,21,5,24,1997-12-31,133,Nigeria,Fenerbahçe,68,Super Lig,74,6000000,39000,175,74,RB,2022-09-01,B. Osayi-Samuel,Bright Osayi-Samuel,Bright Osayi-Samuel,Right,High/Medium,Normal (170-185),93,May,muscle injuries,defenders
Bright Osayi-Samuel,358948,22/23,unknown injury,2023-01-19,2023-01-30,11,3,24,1997-12-31,133,Nigeria,Fenerbahçe,68,Super Lig,74,6000000,39000,175,74,RB,2022-09-01,B. Osayi-Samuel,Bright Osayi-Samuel,Bright Osayi-Samuel,Right,High/Medium,Normal (170-185),93,Jan,unknown injuries,defenders
Teun Koopmeiners,360518,22/23,Hamstring muscle injury,2023-03-04,2023-04-17,44,8,24,1998-02-28,34,Netherlands,Atalanta,31,Serie A,80,30000000,49000,183,77,LCM,2022-09-01,T. Koopmeiners,Teun Koopmeiners,Teun Koopmeiners,Left,Medium/Medium,Normal (170-185),70,Mar,muscle injuries,midfielders
Teun Koopmeiners,360518,22/23,Head injury,2022-09-22,2022-09-29,7,1,24,1998-02-28,34,Netherlands,Atalanta,31,Serie A,80,30000000,49000,183,77,LCM,2022-09-01,T. Koopmeiners,Teun Koopmeiners,Teun Koopmeiners,Left,Medium/Medium,Normal (170-185),70,Sep,head and neck injuries,midfielders
Torben Musel,368860,22/23,Back problems,2023-04-14,2023-04-17,3,1,22,1999-07-25,21,Germany,Borussia Mönchengladbach,19,Bundesliga,62,900000,5000,185,80,RES,2022-09-01,T. Müsel,Torben Müsel,Torben Müsel,Right,Medium/Medium,Lean (185+),67,Apr,back injuries,other
Torben Musel,368860,22/23,Abdominal muscle strain,2022-10-24,2022-10-27,3,NA,22,1999-07-25,21,Germany,Borussia Mönchengladbach,19,Bundesliga,62,900000,5000,185,80,RES,2022-09-01,T. Müsel,Torben Müsel,Torben Müsel,Right,Medium/Medium,Lean (185+),67,Oct,muscle injuries,other
Torben Musel,368860,22/23,Adductor pain,2022-10-06,2022-10-13,7,1,22,1999-07-25,21,Germany,Borussia Mönchengladbach,19,Bundesliga,62,900000,5000,185,80,RES,2022-09-01,T. Müsel,Torben Müsel,Torben Müsel,Right,Medium/Medium,Lean (185+),67,Oct,muscle injuries,other
Sasa Kalajdzic,369567,22/23,Cruciate ligament tear,2022-09-04,2023-06-05,274,43,24,1997-07-07,4,Austria,VfB Stuttgart,19,Bundesliga,78,20500000,27000,200,93,LS,2022-09-01,S. Kalajdžić,Saša Kalajdžić,Saša Kalajdžić,Right,Medium/Medium,Unique,63,Sep,joint and ligament injuries,forwards
Sasa Kalajdzic,369567,22/23,Ankle problems,2022-07-18,2022-08-01,14,1,24,1997-07-07,4,Austria,VfB Stuttgart,19,Bundesliga,78,20500000,27000,200,93,LS,2022-09-01,S. Kalajdžić,Saša Kalajdžić,Saša Kalajdžić,Right,Medium/Medium,Unique,63,Jul,joint and ligament injuries,forwards
Kristijan Bistrovic,375857,22/23,unknown injury,2022-12-06,2023-01-06,31,1,24,1998-04-09,10,Croatia,Lecce,31,Serie A,70,2300000,8000,183,75,RCM,2022-09-01,K. Bistrović,Kristijan Bistrović,Kristijan Bistrović,Right,Medium/Medium,Normal (170-185),67,Dec,unknown injuries,midfielders
Kristijan Bistrovic,375857,22/23,unknown injury,2022-10-05,2022-10-11,6,1,24,1998-04-09,10,Croatia,Lecce,31,Serie A,70,2300000,8000,183,75,RCM,2022-09-01,K. Bistrović,Kristijan Bistrović,Kristijan Bistrović,Right,Medium/Medium,Normal (170-185),67,Oct,unknown injuries,midfielders
Kristijan Bistrovic,375857,22/23,Muscle injury,2022-07-02,2022-07-18,16,1,24,1998-04-09,10,Croatia,Lecce,31,Serie A,70,2300000,8000,183,75,RCM,2022-09-01,K. Bistrović,Kristijan Bistrović,Kristijan Bistrović,Right,Medium/Medium,Normal (170-185),67,Jul,muscle injuries,midfielders
Nihad Mujakic,380919,22/23,unknown injury,2023-01-14,2023-01-19,5,2,24,1998-04-15,8,Bosnia and Herzegovina,Ankaragücü,68,Super Lig,65,975000,3000,189,78,LCB,2022-09-01,N. Mujakić,Nihad Mujakić,Nihad Mujakić,Left,Medium/Medium,Normal (185+),58,Jan,unknown injuries,defenders
Benaissa Benamar,387199,22/23,unknown injury,2023-01-23,2023-02-01,9,2,25,1997-04-08,129,Morocco,FC Volendam,10,Eredivisie,65,900000,2000,191,85,CDM,2022-09-01,B. Benamar,Benaissa Benamar,Benaissa Benamar,Right,Medium/Medium,Normal (185+),62,Jan,unknown injuries,midfielders
Andrea Colpani,392959,22/23,muscular problems,2023-05-06,2023-05-23,17,3,23,1999-05-11,27,Italy,Monza,31,Serie A,71,4100000,24000,184,75,SUB,2022-09-01,A. Colpani,Andrea Colpani,Andrea Colpani,Left,Medium/Medium,Lean (170-185),68,May,muscle injuries,other
Logan Chalmers,396548,22/23,Hamstring injury,2022-07-11,2022-09-20,71,10,22,2000-03-24,42,Scotland,Dundee United,50,Premiership,61,725000,1000,175,68,SUB,2022-09-01,L. Chalmers,Logan Chalmers,Logan Chalmers,Left,High/Medium,Lean (170-185),77,Jul,muscle injuries,other
Jordi Osei-Tutu,397099,22/23,Ill,2023-05-11,2023-05-15,4,1,23,1998-10-02,14,England,VfL Bochum 1848,19,Bundesliga,66,1900000,7000,176,75,SUB,2022-09-01,J. Osei-Tutu,Jordi Osei-Tutu,Jordi Osei-Tutu,Right,Medium/High,Lean (170-185),89,May,illnesses and infections,other
Jordi Osei-Tutu,397099,22/23,cold,2022-10-31,2022-11-03,3,NA,23,1998-10-02,14,England,VfL Bochum 1848,19,Bundesliga,66,1900000,7000,176,75,SUB,2022-09-01,J. Osei-Tutu,Jordi Osei-Tutu,Jordi Osei-Tutu,Right,Medium/High,Lean (170-185),89,Oct,illnesses and infections,other
Alexander Sorloth,238407,22/23,Ill,2022-11-14,2022-11-18,4,2,26,1995-12-05,36,Norway,RB Leipzig,19,Bundesliga,76,9500000,48000,194,90,SUB,2022-09-01,A. Sørloth,Alexander Sørloth,Alexander Sørloth,Left,High/Medium,Normal (185+),81,Nov,illnesses and infections,other
Alexander Sorloth,238407,22/23,influenza,2022-10-20,2022-10-28,8,2,26,1995-12-05,36,Norway,RB Leipzig,19,Bundesliga,76,9500000,48000,194,90,SUB,2022-09-01,A. Sørloth,Alexander Sørloth,Alexander Sørloth,Left,High/Medium,Normal (185+),81,Oct,illnesses and infections,other
Alexander Sorloth,238407,22/23,Foot bruise,2022-07-22,2022-07-31,9,1,26,1995-12-05,36,Norway,RB Leipzig,19,Bundesliga,76,9500000,48000,194,90,SUB,2022-09-01,A. Sørloth,Alexander Sørloth,Alexander Sørloth,Left,High/Medium,Normal (185+),81,Jul,bruises and contusions,other
Theo Pellenard,238716,22/23,Torn knee ligaments,2022-08-01,2023-02-28,211,28,28,1994-03-04,18,France,Auxerre,16,Ligue 1,68,1100000,8000,182,78,SUB,2022-09-01,T. Pellenard,Théo Pellenard,Théo Pellenard,Left,Medium/Medium,Normal (170-185),56,Aug,joint and ligament injuries,other
Juan Musso,242359,22/23,Ankle sprain,2022-12-26,2023-01-09,14,2,28,1994-05-06,52,Argentina,Atalanta,31,Serie A,81,20500000,47000,191,93,GK,2022-09-01,J. Musso,Juan Agustín Musso,Juan Musso,Right,Medium/Medium,Normal (185+),NA,Dec,joint and ligament injuries,goalkeepers
Juan Musso,242359,22/23,Broken jaw,2022-09-18,2022-10-23,35,5,28,1994-05-06,52,Argentina,Atalanta,31,Serie A,81,20500000,47000,191,93,GK,2022-09-01,J. Musso,Juan Agustín Musso,Juan Musso,Right,Medium/Medium,Normal (185+),NA,Sep,bone injuries,goalkeepers
Manuel Locatelli,265088,22/23,Muscle fatigue,2022-09-10,2022-10-02,22,6,24,1998-01-08,27,Italy,Juventus,31,Serie A,82,40000000,37000,185,75,CDM,2022-09-01,M. Locatelli,Manuel Locatelli,Manuel Locatelli,Right,Medium/High,Lean (185+),63,Sep,muscle injuries,midfielders
Adam Buksa,267160,22/23,Ankle injury,2022-10-26,2023-04-04,160,28,25,1996-07-12,37,Poland,Lens,16,Ligue 1,75,7000000,30000,191,77,SUB,2022-09-01,A. Buksa,Adam Buksa,Adam Buksa,Left,Medium/Low,Lean (185+),67,Oct,joint and ligament injuries,other
Adam Buksa,267160,22/23,Broken ankle,2022-06-13,2022-09-07,86,19,25,1996-07-12,37,Poland,Lens,16,Ligue 1,75,7000000,30000,191,77,SUB,2022-09-01,A. Buksa,Adam Buksa,Adam Buksa,Left,Medium/Low,Lean (185+),67,Jun,bone injuries,other
Tobias Lauritsen,272206,22/23,Groin problems,2023-06-04,2023-06-07,3,1,24,1997-08-30,36,Norway,Sparta Rotterdam,10,Eredivisie,63,975000,2000,192,85,ST,2022-09-01,T. Lauritsen,Tobias Lauritsen,Tobias Lauritsen,Right,Medium/Medium,Lean (185+),66,Jun,muscle injuries,forwards
Tobias Lauritsen,272206,22/23,Ankle injury,2023-01-28,2023-01-30,2,1,24,1997-08-30,36,Norway,Sparta Rotterdam,10,Eredivisie,63,975000,2000,192,85,ST,2022-09-01,T. Lauritsen,Tobias Lauritsen,Tobias Lauritsen,Right,Medium/Medium,Lean (185+),66,Jan,joint and ligament injuries,forwards
Tobias Lauritsen,272206,22/23,Ill,2022-10-11,2022-10-13,2,NA,24,1997-08-30,36,Norway,Sparta Rotterdam,10,Eredivisie,63,975000,2000,192,85,ST,2022-09-01,T. Lauritsen,Tobias Lauritsen,Tobias Lauritsen,Right,Medium/Medium,Lean (185+),66,Oct,illnesses and infections,forwards
Tobias Lauritsen,272206,22/23,Back problems,2022-09-11,2022-09-14,3,1,24,1997-08-30,36,Norway,Sparta Rotterdam,10,Eredivisie,63,975000,2000,192,85,ST,2022-09-01,T. Lauritsen,Tobias Lauritsen,Tobias Lauritsen,Right,Medium/Medium,Lean (185+),66,Sep,back injuries,forwards
Chris Fuhrich,272278,22/23,surgery,2022-12-12,2023-01-19,38,NA,24,1998-01-09,21,Germany,VfB Stuttgart,19,Bundesliga,74,6000000,19000,181,70,RCM,2022-09-01,C. Führich,Chris Führich,Chris Führich,Right,High/Medium,Lean (170-185),83,Dec,surgeries,midfielders
Chris Fuhrich,272278,22/23,muscular problems,2022-11-07,2022-11-10,3,1,24,1998-01-09,21,Germany,VfB Stuttgart,19,Bundesliga,74,6000000,19000,181,70,RCM,2022-09-01,C. Führich,Chris Führich,Chris Führich,Right,High/Medium,Lean (170-185),83,Nov,muscle injuries,midfielders
Jerome Onguene,272638,22/23,Knee problems,2023-04-08,2023-06-30,83,NA,24,1997-12-22,103,Cameroon,Eintracht Frankfurt,19,Bundesliga,72,3400000,15000,186,78,SUB,2022-09-01,J. Onguéné,Jérôme Junior Onguéné,Jérôme Onguéné,Right,Medium/Medium,Normal (185+),72,Apr,joint and ligament injuries,other
Jerome Onguene,272638,22/23,Toe injury,2023-03-18,2023-04-01,14,1,24,1997-12-22,103,Cameroon,Eintracht Frankfurt,19,Bundesliga,72,3400000,15000,186,78,SUB,2022-09-01,J. Onguéné,Jérôme Junior Onguéné,Jérôme Onguéné,Right,Medium/Medium,Normal (185+),72,Mar,miscellaneous,other
Jerome Onguene,272638,22/23,unknown injury,2023-02-18,2023-02-25,7,2,24,1997-12-22,103,Cameroon,Eintracht Frankfurt,19,Bundesliga,72,3400000,15000,186,78,SUB,2022-09-01,J. Onguéné,Jérôme Junior Onguéné,Jérôme Onguéné,Right,Medium/Medium,Normal (185+),72,Feb,unknown injuries,other
Jerome Onguene,272638,22/23,Adductor injury,2022-09-08,2022-10-17,39,8,24,1997-12-22,103,Cameroon,Eintracht Frankfurt,19,Bundesliga,72,3400000,15000,186,78,SUB,2022-09-01,J. Onguéné,Jérôme Junior Onguéné,Jérôme Onguéné,Right,Medium/Medium,Normal (185+),72,Sep,muscle injuries,other
Jerome Onguene,272638,22/23,Hamstring strain,2022-07-28,2022-08-25,28,5,24,1997-12-22,103,Cameroon,Eintracht Frankfurt,19,Bundesliga,72,3400000,15000,186,78,SUB,2022-09-01,J. Onguéné,Jérôme Junior Onguéné,Jérôme Onguéné,Right,Medium/Medium,Normal (185+),72,Jul,muscle injuries,other
Robin Gosens,273132,22/23,Shoulder injury,2023-04-30,2023-05-09,9,3,27,1994-07-05,21,Germany,Inter,31,Serie A,82,29500000,59000,183,76,LM,2022-09-01,R. Gosens,Robin Everardus Gosens,Robin Gosens,Left,High/Medium,Normal (170-185),82,Apr,miscellaneous,midfielders
Robin Gosens,273132,22/23,Leg injury,2023-03-13,2023-03-29,16,4,27,1994-07-05,21,Germany,Inter,31,Serie A,82,29500000,59000,183,76,LM,2022-09-01,R. Gosens,Robin Everardus Gosens,Robin Gosens,Left,High/Medium,Normal (170-185),82,Mar,miscellaneous,midfielders
Presnel Kimpembe,282041,22/23,Achilles tendon rupture,2023-02-26,NA,367,49,26,1995-08-13,18,France,Paris Saint Germain,16,Ligue 1,83,42000000,95000,189,80,LCB,2022-09-01,P. Kimpembe,Presnel Kimpembe,Presnel Kimpembe,Left,Medium/High,Normal (185+),80,Feb,joint and ligament injuries,defenders
Presnel Kimpembe,282041,22/23,Achilles tendon problems,2022-11-14,2023-02-09,87,10,26,1995-08-13,18,France,Paris Saint Germain,16,Ligue 1,83,42000000,95000,189,80,LCB,2022-09-01,P. Kimpembe,Presnel Kimpembe,Presnel Kimpembe,Left,Medium/High,Normal (185+),80,Nov,joint and ligament injuries,defenders
Presnel Kimpembe,282041,22/23,Achilles tendon problems,2022-11-01,2022-11-07,6,2,26,1995-08-13,18,France,Paris Saint Germain,16,Ligue 1,83,42000000,95000,189,80,LCB,2022-09-01,P. Kimpembe,Presnel Kimpembe,Presnel Kimpembe,Left,Medium/High,Normal (185+),80,Nov,joint and ligament injuries,defenders
Presnel Kimpembe,282041,22/23,Hamstring injury,2022-09-12,2022-10-24,42,8,26,1995-08-13,18,France,Paris Saint Germain,16,Ligue 1,83,42000000,95000,189,80,LCB,2022-09-01,P. Kimpembe,Presnel Kimpembe,Presnel Kimpembe,Left,Medium/High,Normal (185+),80,Sep,muscle injuries,defenders
Presnel Kimpembe,282041,22/23,Calf injury,2022-08-30,2022-09-01,2,1,26,1995-08-13,18,France,Paris Saint Germain,16,Ligue 1,83,42000000,95000,189,80,LCB,2022-09-01,P. Kimpembe,Presnel Kimpembe,Presnel Kimpembe,Left,Medium/High,Normal (185+),80,Aug,muscle injuries,defenders
Ousmane Dembele,288230,22/23,Hamstring injury,2023-01-29,2023-04-28,89,19,25,1997-05-15,18,France,FC Barcelona,53,La Liga,83,48000000,180000,178,67,RW,2022-09-01,O. Dembélé,Ousmane Dembélé,Ousmane Dembélé,Left,High/Medium,Unique,93,Jan,muscle injuries,forwards
Harry McKirdy,291129,22/23,Ankle injury,2023-02-04,2023-03-14,38,4,25,1997-03-29,14,England,Hibernian,50,Premiership,66,1100000,3000,175,67,SUB,2022-09-26,H. McKirdy,Harry McKirdy,Harry McKirdy,Right,High/Low,Lean (170-185),91,Feb,joint and ligament injuries,other
Harry McKirdy,291129,22/23,Ankle injury,2023-02-04,2023-03-05,29,3,25,1997-03-29,14,England,Hibernian,50,Premiership,66,1100000,3000,175,67,SUB,2022-09-26,H. McKirdy,Harry McKirdy,Harry McKirdy,Right,High/Low,Lean (170-185),91,Feb,joint and ligament injuries,other
